Subject,Activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z
4978,STANDING,0.15020096070348776,0.7479924406315241,0.6264723933762892
4978,LAYING,0.9283222623626259,0.5102214329668726,0.4891019927458451
4978,WALKING_UPSTAIRS,0.1731930309816445,0.5522822411054438,0.01556498560711117
4978,WALKING,0.022827268650557286,0.4885593267492212,-0.09472270063476373
4984,STANDING,-0.9060985655406906,-0.7730940416170571,0.7570388986420842
4984,WALKING,0.2560036525607836,-0.7210149696049588,0.9844828774785144
4984,WALKING_UPSTAIRS,0.24866767335934425,0.8467230646022759,-0.6131222834111996
4984,WALKING_DOWNSTAIRS,0.16485847562661804,-0.7046227697961427,0.2191888633890744
4984,LAYING,-0.3069114536638464,-0.3835227441046005,-0.11051965895449944
4984,SITTING,0.3494754999516134,-0.5445167409056395,-0.01386196948834173
4984,WALKING,0.12751876420457586,0.15652758709755088,0.5540441247556127
4984,WALKING_UPSTAIRS,0.8330649638105325,-0.0008197600411243844,-0.2957442270590025
4984,SITTING,-0.24726414257749374,-0.6400015963496533,0.2017842674396193
4984,WALKING,-0.6475846806916807,0.5388635509562161,0.0094
4987,SITTING,0.44927040841865473,-0.5101776664385353,0.9925001162189979
4987,SITTING,-0.8803045492729238,-0.6896140953806338,0.8416534524958483
4987,WALKING_UPSTAIRS,-0.5692107213119821,0.8583678196170437,-0.550649106410384
4987,WALKING_UPSTAIRS,0.0008922314953836441,0.9972654866406019,0.7862160191905054
4987,LAYING,-0.42451732555836275,-0.10062389525642312,-0.20761961544078256
4987,LAYING,-0.657241893231818,0.040194114156868466,0.2536045711328303
4987,WALKING,0.2422218523094235,0.833166369895143,0.296374800943509
4987,STANDING,-0.10131484779384126,0.45655277931812277,-0.7269469566718159
4987,WALKING_DOWNSTAIRS,0.6777740009169317,-0.8946251393678277,0.7902314191901358
4987,WALKING_DOWNSTAIRS,0.20527013011813078,0.03998725738661335,-0.35777979659209524
4987,LAYING,-0.40130819937587114,0.17424684609929364,0.15643266653337795
4987,WALKING_UPSTAIRS,-0.584957101515829,-0.5229199888744955,0.37380184052116316
4987,WALKING_DOWNSTAIRS,-0.2404548012212404,0.22707726085916957,0.04500512978316262
4987,WALKING_UPSTAIRS,0.8893736666126841,0.8383697549787603,-0.6811441024277025
4987,LAYING,0.10652263374210258,-0.3233714681376363,-0.5862304925851622
4987,WALKING_UPSTAIRS,-0.9536059617259944,0.012845800347272007,0.8036856138885871
4987,LAYING,0.23057145162342096,-0.18642157502083467,0.7360213476780939
4987,LAYING,-0.7590029241683247,0.6063657775389919,0.3730218734207764
4987,SITTING,-0.44774527101787776,-0.8232697483804081,-0.029516452439178886
4987,LAYING,-0.2223161273883023,0.8532889515939799,0.13865358988821308
4987,SITTING,-0.12233947267569145,0.3521171374561407,0.5531520953168727
4987,LAYING,-0.2671520445416664,-0.322791634656594,0.24100085296499585
4987,WALKING,0.46088144793637453,-0.735917412735209,-0.03589250238765973
4987,STANDING,0.24454778747254413,-0.8148426700710056,-0.9557153970593779
4987,SITTING,0.0642177728544362,-0.5414902565774702,0.4915913713513653
4987,SITTING,-0.9732647167643989,-0.623993712118285,0.7044471090824542
4987,WALKING_DOWNSTAIRS,-0.03656687538859993,0.3303727317443472,-0.06759529047273638
4987,LAYING,-0.4397133448145567,0.6230220847500012,0.07736674348286487
4987,LAYING,0.8579165357462022,-0.0402134796194864,-0.9124994340728794
4987,WALKING_DOWNSTAIRS,-0.32609361875897847,-0.6926835002823883,0.6583815919476015
4987,WALKING_UPSTAIRS,0.6192311196793496,-0.5127064227087343,0.13977169684665824
4987,WALKING_DOWNSTAIRS,0.36253140180446075,-0.18294954175712008,0.9523812371713918
4987,WALKING_UPSTAIRS,-0.14974787801195522,0.9511719220202512,0.29124000516194015
4987,WALKING,-0.48206079913445765,0.5943477952602632,-0.35929873681952373
4987,STANDING,-0.8748621369454548,-0.41352897706028546,-0.20134729252232608
4987,WALKING_DOWNSTAIRS,-0.9565430993377486,0.22967431301572971,0.5125055631457507
4987,STANDING,-0.5545344909039411,0.017691364901946338,-0.6699056956773086
4987,WALKING_DOWNSTAIRS,-0.21289300443896786,-0.18428506468411388,0.6263040503780855
4987,STANDING,0.018225735163359236,-0.9455522232572628,0.7995638489867067
4987,STANDING,0.2705454962677649,-0.09424047164358496,0.09108689217976806
4987,SITTING,-0.5573583353341467,-0.2926963921645038,-0.873492715755589
4987,STANDING,0.6788607624704761,0.05373071120631434,-0.2772724691927002
4987,WALKING,-0.832425800670991,0.3334122998048552,0.2284616952333003
4987,WALKING_UPSTAIRS,0.20351475169879185,0.3839257061211174,-0.7474401162923265
4987,WALKING_DOWNSTAIRS,0.07632792810085798,-0.6466053795720381,0.32481425434269195
4987,WALKING,0.250290112441363,-0.143391295655366,0.7933730259006799
4987,STANDING,0.19669724938876532,0.2204343334431853,-0.3947987637606871
4987,WALKING,0.9201627493316458,0.19681370849316426,-0.4719441534707003
4987,LAYING,0.27793279821557704,-0.8888187212922916,0.09368086486075278
4987,WALKING_DOWNSTAIRS,0.21182992064513084,0.7265889835919774,0.835570179243684
4987,WALKING,0.3972328424918603,-0.2701783113739882,-0.2469817193895556
4987,WALKING,0.29005692458877497,0.605846269939464,0.6692435569879931
4987,WALKING_DOWNSTAIRS,0.5105127929382307,0.9793748267374327,0.06306500111926439
4987,SITTING,0.05938989326418587,-0.10355459377114706,-0.215577600536643
4987,WALKING,0.9378150187887271,-0.4306406966791472,0.22578666407214398
4987,WALKING_DOWNSTAIRS,-0.33887017688184007,-0.5760870642275366,0.4671341116639416
4987,WALKING_DOWNSTAIRS,0.37490443448880706,-0.8952327798986255,0.32433050648347583
4987,LAYING,0.1252018506636725,0.277842027579454,0.2894640608888537
4987,WALKING_UPSTAIRS,-0.452805789475744,0.47793144958343703,0.8537581515605783
4987,STANDING,0.18988016534539875,-0.26315986383722345,-0.8980621925815737
